timestamp,soil_moisture,temperature,humidity,soil_pH,light_intensity
2026-05-20 10:30:01,43,21,45,6.92,991
2026-05-20 10:30:06,22,21,57,5.86,631
2026-05-20 10:30:11,48,23,51,5.76,788
2026-05-20 10:30:16,64,26,89,5.78,739
2026-05-20 10:30:21,30,21,49,6.39,670
2026-05-20 10:30:26,68,35,85,5.9,944
2026-05-20 10:30:31,38,32,60,6.96,912
2026-05-20 10:30:36,49,21,82,7.25,797
2026-05-20 10:30:41,77,36,88,7.38,556
2026-05-20 10:30:46,54,27,63,7.05,844
2026-05-20 10:30:51,71,26,56,5.91,959
2026-05-20 10:30:56,55,22,85,5.91,944
2026-05-20 10:31:01,61,40,53,5.87,806
2026-05-20 10:31:06,27,33,85,6.98,230
2026-05-20 10:31:11,71,38,86,5.76,292
2026-05-20 10:31:16,73,34,53,5.8,398
2026-05-20 10:31:21,27,23,67,7.37,575
2026-05-20 10:31:26,27,35,65,5.73,337
2026-05-20 10:31:31,67,22,79,7.26,827
2026-05-20 10:31:36,25,22,70,6.01,390
2026-05-20 10:31:41,62,36,70,6.22,723
2026-05-20 10:31:46,31,30,66,6.24,908
2026-05-20 10:31:51,57,36,46,6.5,364
2026-05-20 10:31:56,75,30,44,5.56,786
2026-05-20 10:32:01,48,36,49,6.0,664
2026-05-20 10:32:06,44,29,73,6.38,267
2026-05-20 10:32:11,74,37,53,6.49,991
2026-05-20 10:32:16,71,38,85,6.12,440
2026-05-20 10:32:21,24,37,51,6.05,603
2026-05-20 10:32:26,25,32,40,5.67,587
2026-05-20 10:32:31,78,33,85,6.11,365
2026-05-20 10:32:36,70,33,42,6.76,727
2026-05-20 10:32:41,50,22,76,7.17,328
2026-05-20 10:32:46,29,34,50,7.1,551
2026-05-20 10:32:51,38,27,57,5.65,246
2026-05-20 10:32:56,24,39,71,6.01,810
2026-05-20 10:33:01,27,29,49,6.98,999
2026-05-20 10:33:06,63,36,42,6.01,314
2026-05-20 10:33:11,72,28,85,7.47,259
2026-05-20 10:33:16,20,27,45,7.12,629
2026-05-20 10:33:21,32,35,53,6.08,879
2026-05-20 10:33:26,68,22,62,6.53,304
2026-05-20 10:33:31,22,31,78,5.59,896
2026-05-20 10:33:36,25,29,77,7.23,786
2026-05-20 10:33:41,31,30,80,6.34,773
2026-05-20 10:33:46,32,25,86,6.69,462
2026-05-20 10:33:51,71,29,66,5.99,958
2026-05-20 10:33:56,72,27,83,7.31,876
2026-05-20 10:34:01,76,38,40,7.32,956
2026-05-20 10:34:06,30,30,65,7.13,913
2026-05-20 10:34:11,54,32,40,5.75,987
2026-05-20 10:34:16,53,32,64,6.14,515
2026-05-20 10:34:21,25,38,59,6.04,910
2026-05-20 10:34:26,42,33,52,5.84,982
2026-05-20 10:34:31,75,34,75,7.12,530
2026-05-20 10:34:36,24,34,66,6.93,755
2026-05-20 10:34:41,61,29,43,6.86,307
2026-05-20 10:34:46,44,28,67,5.54,462
2026-05-20 10:34:51,69,38,45,6.05,281
2026-05-20 10:34:56,71,38,88,6.27,869
2026-05-20 10:35:01,46,31,44,6.34,841
2026-05-20 10:35:06,50,35,89,5.91,915
2026-05-20 10:35:11,28,21,56,6.92,801
2026-05-20 10:35:16,30,21,82,6.46,475
2026-05-20 10:35:21,25,22,84,5.85,801
2026-05-20 10:35:26,78,28,74,7.19,984
2026-05-20 10:35:31,28,37,84,7.25,390
2026-05-20 10:35:36,49,34,44,6.59,322
2026-05-20 10:35:41,40,29,49,7.37,724
2026-05-20 10:35:46,28,24,61,5.88,464
2026-05-20 10:35:51,69,25,86,6.87,506
2026-05-20 10:35:56,50,25,71,7.36,482
2026-05-20 10:36:01,65,35,87,6.09,843
2026-05-20 10:36:06,46,33,42,5.62,831
2026-05-20 10:36:11,22,40,72,6.83,739
2026-05-20 10:36:16,47,30,41,7.31,500
2026-05-20 10:36:21,24,35,50,6.32,368
2026-05-20 10:36:26,27,24,52,6.55,467
2026-05-20 10:36:31,36,38,68,5.88,585
2026-05-20 10:36:36,20,39,86,5.61,990
2026-05-20 10:36:41,59,30,76,6.89,547
2026-05-20 10:36:46,32,21,42,5.57,647
2026-05-20 10:36:51,63,23,86,7.48,518
2026-05-20 10:36:56,53,24,65,6.77,919
2026-05-20 10:37:01,29,26,81,7.26,213
2026-05-20 10:37:06,74,39,64,6.69,311
2026-05-20 10:37:11,23,25,76,6.41,256
2026-05-20 10:37:16,23,35,50,5.96,956
2026-05-20 10:37:21,61,35,90,6.8,246
2026-05-20 10:37:26,69,34,56,6.31,420
2026-05-20 10:37:31,67,24,48,6.2,575
2026-05-20 10:37:36,57,21,69,6.68,720
2026-05-20 10:37:41,34,30,51,6.36,642
2026-05-20 10:37:46,27,23,75,6.06,317
2026-05-20 10:37:51,47,28,85,7.12,442
2026-05-20 10:37:56,28,37,65,7.02,832
2026-05-20 10:38:01,80,32,71,5.61,429
2026-05-20 10:38:06,40,32,72,7.31,297
2026-05-20 10:38:11,42,28,90,5.66,516
2026-05-20 10:38:16,28,32,43,7.0,944
2026-05-20 10:38:21,74,24,46,6.45,402
2026-05-20 10:38:26,62,39,47,6.19,784
2026-05-20 10:38:31,64,21,86,6.85,926
2026-05-20 10:38:36,60,26,71,5.87,661
2026-05-20 10:38:41,76,37,46,6.82,443
2026-05-20 10:38:46,24,29,68,5.53,218
2026-05-20 10:38:51,26,40,72,5.84,400
2026-05-20 10:38:56,25,20,50,6.34,761
2026-05-20 10:39:01,64,24,77,6.26,371
2026-05-20 10:39:06,68,39,72,5.84,257
2026-05-20 10:39:11,76,26,60,5.78,946
2026-05-20 10:39:17,41,28,71,6.17,895
2026-05-20 10:39:22,66,24,85,7.4,959
2026-05-20 10:39:27,77,24,70,6.31,334
2026-05-20 10:39:32,78,31,59,6.62,256
2026-05-20 10:39:37,52,29,42,6.93,398
2026-05-20 10:39:42,30,33,50,6.97,504
2026-05-20 10:39:47,24,33,48,6.65,559
2026-05-20 10:39:52,36,29,83,7.11,806
2026-05-20 10:39:57,41,21,57,7.44,551
2026-05-20 10:40:02,69,22,79,6.71,562
2026-05-20 10:40:07,21,38,64,5.88,794
2026-05-20 10:40:12,58,39,52,6.42,214
2026-05-20 10:40:17,65,24,49,7.32,501
2026-05-20 10:40:22,47,31,87,6.99,731
2026-05-20 10:40:27,25,38,40,6.37,381
2026-05-20 10:40:32,34,35,56,5.98,766
2026-05-20 10:40:37,75,30,89,6.99,866
2026-05-20 10:40:42,25,40,84,5.68,542
2026-05-20 10:40:47,44,39,48,6.27,269
2026-05-20 10:40:52,24,24,82,5.74,212
2026-05-20 10:40:57,21,35,56,5.66,778
2026-05-20 10:41:02,21,38,55,5.69,219
2026-05-20 10:41:07,28,32,90,5.83,535
2026-05-20 10:41:12,49,33,85,6.59,672
2026-05-20 10:41:17,71,34,89,6.08,443
2026-05-20 10:41:22,59,39,81,6.61,959
2026-05-20 10:41:27,28,32,76,6.66,886
2026-05-20 10:41:32,66,22,82,6.35,598
2026-05-20 10:41:37,79,20,52,5.62,804
2026-05-20 10:41:42,27,37,56,6.33,866
2026-05-20 10:41:47,65,40,83,6.26,741
2026-05-20 10:41:52,28,23,74,7.17,863
2026-05-20 10:41:57,27,26,76,5.91,660
2026-05-20 10:42:02,29,23,50,7.31,884
2026-05-20 10:42:07,66,20,46,7.31,700
2026-05-20 10:42:12,79,24,70,6.29,716
2026-05-20 10:42:17,29,33,42,6.65,540
2026-05-20 10:42:22,40,28,74,6.47,249
2026-05-20 10:42:27,29,26,82,6.51,593
2026-05-20 10:42:32,38,31,52,7.5,479
2026-05-20 10:42:37,73,26,79,7.09,526
2026-05-20 10:42:42,32,40,40,5.73,400
2026-05-20 10:42:47,59,31,53,5.76,870
2026-05-20 10:42:52,23,32,65,6.87,202
2026-05-20 10:42:57,43,30,51,5.99,302
2026-05-20 10:43:02,59,28,80,6.76,596
2026-05-20 10:43:07,21,35,77,5.72,527
2026-05-20 10:43:12,58,22,68,5.51,453
2026-05-20 10:43:17,33,23,79,6.29,425
2026-05-20 10:43:22,58,25,82,5.65,989
2026-05-20 10:43:27,26,23,69,6.78,266
2026-05-20 10:43:32,28,38,88,6.78,223
2026-05-20 10:43:37,58,34,77,6.22,358
2026-05-20 10:43:42,65,20,48,7.01,489
2026-05-20 10:43:47,49,38,58,6.15,939
